,snr,combined_far
0,8.325020801265223,718.3959105945078
1,8.419726956719932,520.0367457935331
2,8.66145349188375,675.9340419546819
3,8.1273300817172,308.76734981190674
4,8.29286181023337,728.8511648237595
5,8.85864651367798,68.48370999883194
6,8.243044963199418,78.9604842299697
7,8.717603703326153,42.44717046772904
8,9.12793838446527,61.929539434947124
9,7.31517661254331,377.40312578334374
10,8.19244486731531,113.66744271185144
11,8.565561187118634,172.54124596530107
12,8.204020384378314,438.07392559126436
13,8.437050848283429,280.32641841683613
14,8.182355575563996,710.4370853301607
15,9.037074156010448,11.167238879137619
16,8.295568910258025,528.9026321338001
17,8.323246737980917,216.67677739796983
18,8.518154700193776,530.1130255225656
19,8.932068665495573,170.99887508940648
20,8.325368002881044,622.8390499972804
21,8.498022380108885,170.0583680636478
22,8.595457887463548,162.43536747245116
23,8.210527807911337,553.0173278177043
24,8.121326497303738,549.7435285970136
25,8.198263828719188,636.8356078638114
26,8.534724557261478,75.29362568038333
27,9.003516782491378,21.26142929587463
28,8.336613015102836,172.03074937864366
29,8.944453831437242,212.44227481935974
30,12.15754879456802,0.03848594214777402
31,8.545830553194167,101.89197679105936
32,8.745758995816857,202.62458089095097
33,8.41471048402264,86.90286339136738
34,9.00092433987779,50.119446493522716
35,11.88490726693889,0.06403723567068975
36,7.896880805554041,490.0212021862852
37,8.223610260486698,641.1726641656377
38,7.889419219287952,481.07168797429483
39,8.149951575636074,557.3020067996566
40,7.979900829892717,270.55325469014093
41,8.728754703319234,99.69729455018465
42,8.410388703669549,697.3058028219018
43,8.428721957559837,643.5196128389305
44,8.55255727554062,434.7538481385683
45,8.290181093573212,623.5002133740934
46,8.153648045848545,442.24452479591696
47,8.382346520781567,720.6139529930848
48,8.958288927102261,729.0213859216186
49,8.24205604521682,489.1939203121109
50,7.920741956925149,681.0833001024353
51,8.39766460388601,339.03076370802387
52,8.43946893333703,641.9645775562374
53,9.099198235477202,288.6665570579774
54,8.516291042215668,41.955160745545875
55,8.344338380775907,120.54977903428421
56,8.295402552464862,545.1109757235095
57,8.92712885661726,19.833471767404316
58,8.318031324763385,221.88744365317825
59,8.369218257899323,248.22087454273844
60,8.187717404485747,281.30362021693685
61,8.393531233858104,591.6510164351239
62,13.14612529444248,0.0002517699221002268
63,19.46853205782076,0.17390159355470527
64,8.055051279503576,627.9409584175069
65,8.60096046838685,112.68991365587219
66,8.046362990784223,343.24851721453115
67,8.035233912089112,700.4261980833894
68,8.061566147592607,578.1863251571401
69,8.315492952703533,489.74594870137025
70,8.018239356972005,702.8986537854165
71,8.541581972107426,512.2882982387682
72,8.041405261893376,632.639609665779
73,8.266820138684645,216.79807062778943
74,8.600155072331226,465.19719670633395
75,8.165115874268967,555.6682590641312
76,9.671387550004521,56.89600647065008
77,8.837057188556955,110.45323699172778
78,8.624333557227573,73.19955420695865
79,8.851290347874297,42.41069076355628
80,8.804705650658986,294.132368217845
81,8.406951803921302,367.14701934303946
82,8.10727806180674,439.8117683212722
83,8.18731664049117,454.95480834278715
84,8.351986495956588,133.51288195091638
85,8.490771589895484,111.01066669826359
86,13.02951811982053,0.000683714864504689
87,8.458506070843157,695.3908731395719
88,8.287597507814764,104.67126483640142
89,8.705110270598855,190.15675909088077
90,8.280299923605009,658.7127684877414
91,9.427367332069496,345.5464685596808
92,8.174871450152875,654.6929016595046
93,8.887220409006943,185.48097959125843
94,8.21328624812201,444.72005199506526
95,8.19949795737634,514.1761523628938
96,8.731325552170507,292.73466019262753
97,8.68249167097591,197.73201480928395
98,7.984826854288475,609.5185722288207
99,8.318671811605057,233.95551447206185
100,8.123581559933317,477.2423048331828
101,8.350791093980423,389.9878656340677
102,13.19089021803697,0.00010028007969645038
103,8.403022694834885,177.54422525357225
104,7.796443679760482,537.2210718257705
105,8.460348306731023,415.67594458186596
106,8.349473840618348,576.8150781423655
107,8.337822028192326,170.3985505780208
108,8.038999213665548,299.5858523022502
109,8.380777644600109,413.2031787652436
110,8.516253231971731,190.40631545326488
111,8.18857799296184,497.5673422590335
112,8.870162957936714,27.421899573426348
113,8.68376354599699,195.68528222313418
114,8.457943310666844,479.0949343651595
115,8.752548527887804,42.51316865350925
116,8.358563542357635,149.8476201195867
117,8.812571802721424,189.0412833242006
118,8.371796780538164,236.00069032639573
119,8.512487624525926,54.653747178975635
120,8.47938270603311,170.20998832992092
121,8.360689431032034,587.1554638108007
122,8.005354679483363,210.56202539539066
123,8.289857232903596,243.55045932591514
124,8.700250200922211,633.6929248400597
125,8.354144144993276,667.1485163247086
