,mass_1,mass_ratio,a_1,a_2,cos_tilt_1,cos_tilt_2,redshift,mass_2,chi_eff,tilt_1,tilt_2,sin_tilt_1,sin_tilt_2,chi_p,spin1z,spin2z,spin1x,spin2x,dl,mass_1_det,mass_2_det,H1_snr,L1_snr,V1_snr,theta_jn,psi,phase,ra,dec,phi_12,phi_jl,net_snr,lynch_FAR,FAR
834,34.17900828140208,0.6879954007408374,0.4634313344830897,0.5498018282792002,-0.0850853728970792,-0.7565078488899882,0.7764794144842175,23.515000499487623,-0.1928848508204824,1.6559846984800175,2.4287530154336787,0.996373664504921,0.6539846134029781,0.4617507769853219,-0.0394312279066847,-0.4159293984272804,0.4617507769853219,0.3595619361154233,4976.874396752801,60.7183046193964,41.773914318925854,4.104932794986273,3.0947404780616155,0.5920160121440352,1.3146473327602817,0.0355147320706667,0.9720404510553582,5.199661959865096,0.4798669132624065,6.014126030299557,2.67406705745203,5.174782588335647,36049385625.53914,36049385625.53914
835,36.373725385660265,0.7683098808557994,0.015606087923093,0.3752126059176712,0.8295416741979448,0.1884216951368142,2.2622247898745456,27.946292617338205,0.038038594364051,0.5925098615757867,1.3812415195169871,0.5584448144345785,0.9820882164051096,0.2727121608602768,0.0129459003034029,0.070698195243709,0.0087151388742614,0.368491878918399,18501.727314987213,118.65926865318998,91.16708856136869,4.026298642051239,3.5257853843132425,2.2686036751576206,0.2218983475873614,0.0625740158554981,1.5526819864229455,2.8872902487826795,-1.2755497429976177,3.961789729258807,4.693023440251448,5.812813945599773,1041093048.9445653,1041093048.9445653
836,16.865104483997044,0.6616482217790249,0.0194224036737433,0.311880399605548,0.0795656145354173,-0.3491448604467367,1.730657067319613,11.158766391954105,-0.0424292400197057,1.4911465213606407,1.92745470649096,0.9968296308715956,0.937068762911041,0.1824370452964403,0.0015453554840563,-0.1088914385963515,0.0193608274847366,0.292253380234572,13342.315678496216,46.05281675031022,30.470764310758053,1.2604879742734825,1.0167448200346003,0.0842514591853068,1.843519037066574,1.1284728430294588,5.977656526090834,5.141012165709442,0.7815747011789611,1.4043821472759164,4.405570831239549,1.6216344442352328,1.3481736208236313e+19,1.3481736208236313e+19
837,10.757578716322376,0.6560298702903918,0.2328515405408143,0.0929512308560545,-0.6802636113906443,0.4552830009818757,2.009475977295715,7.057292969907649,-0.0788861532570698,2.318918550932217,1.0981062837058324,0.732967542949726,0.8903467802024879,0.1706726215422592,-0.1584004298861693,0.0423191153291036,0.1706726215422592,0.0827588291085462,16016.675888780695,32.37467472063987,21.238753657675,0.107226729909034,0.1562191019137723,0.1130864080902349,1.667996287552851,2.2905845045216893,5.792504546467166,0.5997916495590284,0.0812606417634731,3.904883580127665,4.276304950596607,0.22065927377856034,3.235524072065526e+22,3.235524072065526e+22
838,7.737213572968202,0.9095759449592395,0.1290332154249287,0.2420493150540217,-0.9276407530840736,0.7550559869035407,1.8122558606519352,7.037583346984007,0.024371035997587,2.758841740602811,0.7150568213841032,0.3734737383238786,0.6556603210818238,0.1424117708210458,-0.1196964691296404,0.1827607844574404,0.0481905173326984,0.1587021316259554,14116.983539495852,21.75902421569553,19.791485012382232,0.999401629592086,0.8020604569725812,0.9411847686559454,2.6136329422915474,0.5253357603040212,4.513620271886546,2.9979967763241167,1.2858032177402547,2.1963775765878326,3.7957094771958135,1.5899475974447486,1.607674686263411e+19,1.607674686263411e+19
839,6.113729703638859,0.9920358124806556,0.0421103372083317,0.7299507574917466,-0.7790322436461747,-0.1804585841756165,1.800121227371525,6.065038813836493,-0.0820678524229034,2.4639171496912446,1.7522489967276005,0.6269838621205548,0.983582583923349,0.7114356994039109,-0.0328053104761036,-0.1317258802148794,0.0264025018580787,0.717966852190538,14001.342348224323,17.119184321570994,16.98284392745578,1.0544982676007908,1.1322414323299677,0.6663710400138542,2.700222413698193,2.760745168122935,0.0238216086085856,2.2763633156067637,-0.0215634310859265,4.398060003592301,1.1944989847699998,1.6846327850385767,9.500506507651291e+18,9.500506507651291e+18
840,11.181719422166791,0.8772558984531836,0.5328584785499444,0.1232609960714444,0.5233116674458035,-0.6952978920922576,1.8843332004123363,9.809229317944345,0.1084921345422324,1.0200637040639458,2.339630619444103,0.8521413607583502,0.7187216716170894,0.4540707490031738,0.2788510589226053,-0.0857031107456673,0.4540707490031738,0.088590349141656,14806.924393371106,32.251804567051124,28.29308579220493,0.2372705124020124,0.3757548199021617,0.8585408070468736,1.4146694730090217,0.6547618314369731,0.1276698430288701,1.477743282177075,0.9052373174779884,3.6470787606718167,1.4736133428692155,0.9667374504486296,5.126803380136581e+20,5.126803380136581e+20
841,8.147492504171895,0.9179279934528906,0.6157195454441673,0.2416209684429699,-0.491319287479364,0.4723763273044873,1.6393210524253417,7.478811446026974,-0.1031040977571728,2.0844001506929217,1.0788113985618797,0.8709795392262496,0.8813969624421926,0.5362791259835566,-0.3025148883547461,0.1141360256728435,0.5362791259835566,0.2129639876479745,12483.7683030156,21.503848490738548,19.738984496618603,0.3156597357414537,0.2851559823184418,0.4467417204956276,1.6897968655489957,2.99589202814193,4.41266429877352,4.792025797157581,0.0087017945607688,5.70813255060653,2.682653843743908,0.6168737049443374,3.580794575360405e+21,3.580794575360405e+21
842,6.591098017360156,0.9672092821090192,0.2600021218616223,0.2882401093144454,-0.0068885333521812,0.0798139979222602,2.108717175882904,6.374971181681096,0.0104006179680207,1.5776849146272311,1.4908973455217818,0.999976273772661,0.9968097740971772,0.2765787685579993,-0.0017910332880816,0.0230055954859352,0.2599959529921704,0.287320558251478,16986.072007680803,20.489859614495277,19.81798240825056,0.103725677288868,0.4333187935939867,0.3652003274289208,1.386736054490363,1.5195750595097623,3.2251634288419835,0.6834479266810859,0.1390596659505354,6.19988859988632,0.5640636223593538,0.5761036991418935,4.491042046468426e+21,4.491042046468426e+21
843,18.86899278988152,0.5443766725670058,0.7118383379227987,0.1177706101370201,0.5940165647255298,-0.000317908211747,1.7277958322421452,10.271839509646524,0.27378254932752,0.9347537203714388,1.5711142350119986,0.8044528083310297,0.9999999494671832,0.5726403500196879,0.4228437641328317,-3.744024406501814e-05,0.5726403500196879,0.1177706041857394,13315.28040641949,51.4707598908459,28.019481003873985,0.1774485789104405,0.0865189369265051,1.1561682191625622,1.4074149574951045,2.676084902705281,1.8399069427055863,5.163958739419381,-0.8240003759715412,4.191053666700667,1.9671694449961905,1.1729017331412541,1.6308889204038733e+20,1.6308889204038733e+20
