,mass_1,mass_ratio,a_1,a_2,cos_tilt_1,cos_tilt_2,redshift,mass_2,chi_eff,tilt_1,tilt_2,sin_tilt_1,sin_tilt_2,chi_p,spin1z,spin2z,spin1x,spin2x,mass_1_det,mass_2_det,theta_jn,psi,phase,ra,dec,phi_12,phi_jl,H1_snr,L1_snr,V1_snr,net_snr
902,7.295355810521947,0.9620756225701976,0.2061535399368276,0.0682143321403415,0.0710281549961337,0.7126029132724313,0.8194121422740223,7.018683983279011,0.0312979494141026,1.4997083129783395,0.7775949346359112,0.997474311046578,0.7015675933191639,0.2056328602183003,0.0146427055876346,0.0486097318101406,0.2056328602183003,0.0478569648295734,13.273258943872971,12.769878861962033,1.3865356507628335,0.8468368468624349,0.7058026829114944,0.8854131954187252,-0.569473459424723,4.829722890656445,1.4965649973904427,0.36213916807877883,0.3520061519551544,0.45270987256362116,0.6782325093857087
903,6.667532370285835,0.9957706840649598,0.402058619340697,0.3418108298277174,-0.964779588529465,0.4190255293880964,1.924483131142043,6.63933326938479,-0.1228980070541028,2.87540053595236,1.1384245085626588,0.263059585563644,0.9079744521301388,0.3088558504082384,-0.3878979493322424,0.1432274639191438,0.1057653737760546,0.3103555009449698,19.49908594324445,19.416618148345968,1.6949129743228712,2.2962493608527437,2.4536086943717734,5.015817186721712,0.5965855753662077,1.0904648531351275,2.8661460128388945,0.7425340003858516,0.5773683099671459,0.05918147749454501,0.9424507172058236
904,6.049451512660866,0.9883918189764936,0.37140715269552,0.5742313967709004,0.9568171984377426,-0.6991563556118279,1.7513149172520546,5.979228384408974,-0.0208451649590434,0.2949482100582515,2.3450131678674384,0.2906902970065383,0.7149688038002688,0.4051154150647282,0.3553687513218663,-0.4014775306442322,0.1079644555274134,0.4105575348538482,16.643946187976848,16.450740247681313,1.9311576963081707,2.0532941055962146,2.28509009748997,0.6668590029368964,0.3149931283983105,4.5481920152919555,1.9575373348557132,0.36830282161454075,0.5366121805790484,0.33816488767148856,0.7334542194362944
905,6.802379059201069,0.9413511675281798,0.5314336791841306,0.2703059082212023,-0.3664187589265142,0.7371975828898254,1.9961157909128715,6.403427469348168,-0.003680577337753,1.945953482266486,0.7418829752292208,0.9304500486897472,0.6756772334342774,0.4944724926722458,-0.1947272691784004,0.1992688621815093,0.4944724926722458,0.1826395482478417,20.380715315047368,19.185410156879296,2.9571295393052055,1.6191227434409041,5.3505005975338555,0.7072281276471937,0.29487781180828887,2.459611814283047,3.2376872523600198,0.6097242330041489,1.051413279709961,0.8612997837860743,1.4896546051393564
906,19.43680514426181,0.9183132324560932,0.1449959655780565,0.4407654219350285,0.6813886356924355,0.0729523022356701,1.503321453778314,17.84907536064628,0.0668956598576932,0.8211381175909082,1.4977791599344263,0.7319218039853721,0.9973354308348398,0.3988005204388004,0.0987986031661392,0.0321548522760368,0.106125708696492,0.4395909719826715,48.65657131053929,44.68197328041174,1.5684576362207812,2.9420976389226303,1.0575967791130483,0.21166087682210283,0.5496649191648721,2.8810946198438145,5.529114829209053,1.2982667742833693,1.890828425349743,1.0187686512161707,2.5097048264725377
907,6.547228106817798,0.9660614340097174,0.4408743487973172,0.1186712109434458,-0.5101882241014664,-0.0408147652983523,2.0505735689444395,6.325024573661129,-0.1167857992604136,2.106199952128139,1.6116224324422777,0.8600627744462562,0.9991667302976216,0.3791796156088071,-0.2249289010647937,-0.004843537622328,0.3791796156088071,0.1185723258188221,19.972801012508516,19.29495278733471,2.3606971785477198,0.29349914608973665,0.2970127788149986,3.1813447707141242,-0.29476248946174866,0.6388081081108795,0.5027675744746221,0.7686017866374847,1.0709856968310043,0.4336070972614766,1.387722661065405
908,12.716695674026576,0.5373677058497776,0.1044232239876799,0.3921556803383458,0.9724959323901012,-0.3992709462607179,0.4918632326602252,6.833541580341451,0.0113259020614236,0.2350790485659559,1.9815178479661704,0.2329198606489104,0.9168329790491128,0.1772789862344383,0.1015511605750792,-0.1565763695702069,0.0243222427797203,0.3595412606556372,18.97157071700959,10.194709432566261,1.7536296535526574,2.5740875236635126,4.732638060692028,4.166157946898215,1.0929028313134963,4.806473697699471,3.673344017016798,2.2417113623480653,1.8141075143480885,1.2772279800657207,3.15397641379218
909,5.9318552687025,0.9961191705510836,0.6741215607381162,0.2219721594328733,-0.3231382829817683,-0.0507808009858047,0.4758597909263818,5.90883475008901,-0.1147540020029999,1.899840135541305,1.6215989778003554,0.9463517581066748,0.9987098228470772,0.637956124182132,-0.2178344836579047,-0.01127192405255,0.637956124182132,0.221685776024188,8.754586676672828,8.720611618884906,1.9015618512193575,2.56334394159577,3.9813599846187957,1.7052996441163861,-1.1852768787177879,4.928878353176286,0.008418220820205243,2.1849059530590167,1.5543511112817636,0.9362686632620624,2.840144434824066
910,35.10222596800136,0.979044806975055,0.4440928369718397,0.3062406450669311,-0.1272974797928614,-0.8984051918286358,0.2272886193241896,34.366652047236656,-0.164672734561533,1.6984401398901934,2.6869208091864016,0.9918645833168892,0.4391675207655415,0.4404799566970889,-0.0565318989405772,-0.2751281854770814,0.4404799566970889,0.1344909448516843,43.08056244347411,42.17780094184791,1.8592997149327788,0.27977877437120463,5.3693027028048235,2.96314084783343,1.297191431239344,0.7353167888147175,1.0497208628917085,11.774887478904798,8.61969817981347,11.34054228779478,18.48120859774085
911,12.725039677854603,0.982717435851434,0.0464336279341505,0.1052454461658148,0.4156255350395328,0.671183177159844,1.2983380279265213,12.505118363329034,0.044745232077826,1.1421658798524863,0.8349925879612928,0.9095358237161976,0.741291536912177,0.0764785110536867,0.0192990014539579,0.0706389729391769,0.042233048031219,0.0780175585412646,29.246442598487086,28.74098907816138,2.308571971601579,0.891490584639635,2.1349527031699327,5.004188784233037,-0.618202274075378,1.2249372390981106,3.0196398821176293,0.6333202798374256,0.7645187087151349,2.0313364194974044,2.2609535780297096
912,5.876737523180616,0.9991246074712932,0.5482095217668339,0.1090578242918681,-0.355450724552976,0.3343236411708914,1.4009176516764608,5.871593071059653,-0.0792510779748083,1.9341925655131924,1.229908841956473,0.9346950210709184,0.9424583295585206,0.5124087104991288,-0.1948614717188616,0.0364606089154326,0.5124087104991288,0.1027824549074007,14.109562853673745,14.097211447768322,1.6754707983418637,1.5781021413854153,3.505862177225867,5.802185690985188,1.013409509614367,5.836365870153057,4.7340628466927885,0.7021897709905612,0.5789373346112776,0.30762470655194935,0.9606622049252069
